stem,output,morph
gaval,jigbəlu,FUTURE+THIRD+M+PLURAL+COMPLETE
gaval,jigbol,FUTURE+THIRD+M+SINGULAR+COMPLETE
gaval,jigbol,FUTURE+THIRD+M+SINGULAR+MISSING
gavaʁ,tigbəʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
gavaʁ,tigbaʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
gavaʁ,jigbəʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
gavaʁ,jigbaʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
gazal,tigzəlu,FUTURE+SECOND+M+PLURAL+COMPLETE
gazal,tigzol,FUTURE+SECOND+M+SINGULAR+COMPLETE
gazal,tigzol,FUTURE+SECOND+M+SINGULAR+MISSING
gazal,jigzəlu,FUTURE+THIRD+M+PLURAL+COMPLETE
gazal,jigzol,FUTURE+THIRD+M+SINGULAR+COMPLETE
gazal,jigzol,FUTURE+THIRD+M+SINGULAR+MISSING
gazam,tigzəmu,FUTURE+SECOND+M+PLURAL+COMPLETE
gazam,tigzom,FUTURE+SECOND+M+SINGULAR+COMPLETE
gazam,tigzom,FUTURE+SECOND+M+SINGULAR+MISSING
gazam,jigzəmu,FUTURE+THIRD+M+PLURAL+COMPLETE
gazam,jigzom,FUTURE+THIRD+M+SINGULAR+COMPLETE
gazam,jigzom,FUTURE+THIRD+M+SINGULAR+MISSING
gazaʁ,tigzəʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
gazaʁ,tigzoʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
gazaʁ,tigzoʁ,FUTURE+SECOND+M+SINGULAR+MISSING
gazaʁ,jigzəʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
gazaʁ,jigzoʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
gazaʁ,jigzoʁ,FUTURE+THIRD+M+SINGULAR+MISSING
gazaz,tigzəzu,FUTURE+SECOND+M+PLURAL+COMPLETE
gazaz,tigzoz,FUTURE+SECOND+M+SINGULAR+COMPLETE
gazaz,tigzoz,FUTURE+SECOND+M+SINGULAR+MISSING
gazaz,jigzəzu,FUTURE+THIRD+M+PLURAL+COMPLETE
gazaz,jigzoz,FUTURE+THIRD+M+SINGULAR+COMPLETE
gazaz,jigzoz,FUTURE+THIRD+M+SINGULAR+MISSING
gaʔal,tigʔalu,FUTURE+SECOND+M+PLURAL+COMPLETE
gaʔal,tigʔal,FUTURE+SECOND+M+SINGULAR+COMPLETE
gaʔal,jigʔalu,FUTURE+THIRD+M+PLURAL+COMPLETE
gaʔal,jigʔal,FUTURE+THIRD+M+SINGULAR+COMPLETE
gaʕaʁ,tigʕaʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
gaʕaʁ,tigʕaʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
gaʕaʁ,jigʕaʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
gaʕaʁ,jigʕaʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
gaʕaʃ,tigʕaʃu,FUTURE+SECOND+M+PLURAL+COMPLETE
gaʕaʃ,tigʕaʃ,FUTURE+SECOND+M+SINGULAR+COMPLETE
gaʕaʃ,jigʕaʃu,FUTURE+THIRD+M+PLURAL+COMPLETE
gaʕaʃ,jigʕaʃ,FUTURE+THIRD+M+SINGULAR+COMPLETE
hadaf,tahadfu,FUTURE+SECOND+M+PLURAL+COMPLETE
hadaf,tahadof,FUTURE+SECOND+M+SINGULAR+COMPLETE
hadaf,tahadof,FUTURE+SECOND+M+SINGULAR+MISSING
hadaf,jahadfu,FUTURE+THIRD+M+PLURAL+COMPLETE
hadaf,jahadof,FUTURE+THIRD+M+SINGULAR+COMPLETE
hadaf,jahadof,FUTURE+THIRD+M+SINGULAR+MISSING
ħadal,teħedlu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħadal,teħedal,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħadal,jeħedlu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħadal,jeħedal,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħadaʁ,taħadʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħadaʁ,taħadoʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħadaʁ,taħadoʁ,FUTURE+SECOND+M+SINGULAR+MISSING
ħadaʁ,jaħadʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħadaʁ,jaħadoʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħadaʁ,jaħadoʁ,FUTURE+THIRD+M+SINGULAR+MISSING
ħafaf,taħafəfu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħafaf,taħafof,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħafaf,taħafof,FUTURE+SECOND+M+SINGULAR+MISSING
ħafaf,jaħafəfu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħafaf,jaħafof,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħafaf,jaħafof,FUTURE+THIRD+M+SINGULAR+MISSING
ħafan,taħafnu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħafan,taħafon,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħafan,taħafon,FUTURE+SECOND+M+SINGULAR+MISSING
ħafan,jaħafnu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħafan,jaħafon,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħafan,jaħafon,FUTURE+THIRD+M+SINGULAR+MISSING
ħafaʁ,taħafʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħafaʁ,taħafoʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħafaʁ,taħafoʁ,FUTURE+SECOND+M+SINGULAR+MISSING
ħafaʁ,jaħafʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħafaʁ,jaħafoʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħafaʁ,jaħafoʁ,FUTURE+THIRD+M+SINGULAR+MISSING
ħafats,taħpətsu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħafats,taħpots,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħafats,taħpots,FUTURE+SECOND+M+SINGULAR+MISSING
ħafats,jaħpətsu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħafats,jaħpots,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħafats,jaħpots,FUTURE+THIRD+M+SINGULAR+MISSING
hafaΧ,tahafΧu,FUTURE+SECOND+M+PLURAL+COMPLETE
hafaΧ,tahafoΧ,FUTURE+SECOND+M+SINGULAR+COMPLETE
hafaΧ,tahafoΧ,FUTURE+SECOND+M+SINGULAR+MISSING
hafaΧ,jahafΧu,FUTURE+THIRD+M+PLURAL+COMPLETE
hafaΧ,jahafoΧ,FUTURE+THIRD+M+SINGULAR+COMPLETE
hafaΧ,jahafoΧ,FUTURE+THIRD+M+SINGULAR+MISSING
ħagag,taħagəgu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħagag,taħagog,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħagag,taħagog,FUTURE+SECOND+M+SINGULAR+MISSING
ħagag,jaħagəgu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħagag,jaħagog,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħagag,jaħagog,FUTURE+THIRD+M+SINGULAR+MISSING
ħagaʁ,taħagʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħagaʁ,taħagoʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħagaʁ,taħagoʁ,FUTURE+SECOND+M+SINGULAR+MISSING
ħagaʁ,jaħagʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħagaʁ,jaħagoʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħagaʁ,jaħagoʁ,FUTURE+THIRD+M+SINGULAR+MISSING
ħalaf,taħalfu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalaf,taħalof,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalaf,taħalof,FUTURE+SECOND+M+SINGULAR+MISSING
ħalaf,jaħalfu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalaf,jaħalof,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalaf,jaħalof,FUTURE+THIRD+M+SINGULAR+MISSING
halam,tahalmu,FUTURE+SECOND+M+PLURAL+COMPLETE
halam,tahalom,FUTURE+SECOND+M+SINGULAR+COMPLETE
halam,tahalom,FUTURE+SECOND+M+SINGULAR+MISSING
halam,jahalmu,FUTURE+THIRD+M+PLURAL+COMPLETE
halam,jahalom,FUTURE+THIRD+M+SINGULAR+COMPLETE
halam,jahalom,FUTURE+THIRD+M+SINGULAR+MISSING
ħalam,taħalmu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalam,taħalom,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalam,taħalom,FUTURE+SECOND+M+SINGULAR+MISSING
ħalam,jaħalmu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalam,jaħalom,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalam,jaħalom,FUTURE+THIRD+M+SINGULAR+MISSING
ħalaq,taħalqu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalaq,taħaloq,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalaq,taħaloq,FUTURE+SECOND+M+SINGULAR+MISSING
ħalaq,jaħalqu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalaq,jaħaloq,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalaq,jaħaloq,FUTURE+THIRD+M+SINGULAR+MISSING
ħalaʃ,taħalʃu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalaʃ,taħaloʃ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalaʃ,taħaloʃ,FUTURE+SECOND+M+SINGULAR+MISSING
ħalaʃ,jaħalʃu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalaʃ,jaħaloʃ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalaʃ,jaħaloʃ,FUTURE+THIRD+M+SINGULAR+MISSING
ħalat,taħaltu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalat,taħalot,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalat,taħalot,FUTURE+SECOND+M+SINGULAR+MISSING
ħalat,jaħaltu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalat,jaħalot,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalat,jaħalot,FUTURE+THIRD+M+SINGULAR+MISSING
ħalats,taħaltsu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalats,taħalots,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalats,taħalots,FUTURE+SECOND+M+SINGULAR+MISSING
ħalats,jaħaltsu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalats,jaħalots,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalats,jaħalots,FUTURE+THIRD+M+SINGULAR+MISSING
ħalav,taħalvu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħalav,taħalov,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħalav,taħalov,FUTURE+SECOND+M+SINGULAR+MISSING
ħalav,jaħalvu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħalav,jaħalov,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħalav,jaħalov,FUTURE+THIRD+M+SINGULAR+MISSING
halaΧ,teilləΧu,FUTURE+SECOND+M+PLURAL+COMPLETE
halaΧ,teilleiΧ,FUTURE+SECOND+M+SINGULAR+COMPLETE
halaΧ,jeilləΧu,FUTURE+THIRD+M+PLURAL+COMPLETE
halaΧ,jeilleiΧ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħamad,taħamdu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħamad,taħamod,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħamad,taħamod,FUTURE+SECOND+M+SINGULAR+MISSING
ħamad,jaħamdu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħamad,jaħamod,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħamad,jaħamod,FUTURE+THIRD+M+SINGULAR+MISSING
ħamal,taħamlu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħamal,taħamol,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħamal,taħamol,FUTURE+SECOND+M+SINGULAR+MISSING
ħamal,jaħamlu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħamal,jaħamol,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħamal,jaħamol,FUTURE+THIRD+M+SINGULAR+MISSING
hamam,tahaməmu,FUTURE+SECOND+M+PLURAL+COMPLETE
hamam,tahamom,FUTURE+SECOND+M+SINGULAR+COMPLETE
hamam,tahamom,FUTURE+SECOND+M+SINGULAR+MISSING
hamam,jahaməmu,FUTURE+THIRD+M+PLURAL+COMPLETE
hamam,jahamom,FUTURE+THIRD+M+SINGULAR+COMPLETE
hamam,jahamom,FUTURE+THIRD+M+SINGULAR+MISSING
ħamaq,taħamqu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħamaq,taħamoq,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħamaq,taħamoq,FUTURE+SECOND+M+SINGULAR+MISSING
ħamaq,jaħamqu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħamaq,jaħamoq,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħamaq,jaħamoq,FUTURE+THIRD+M+SINGULAR+MISSING
ħamas,taħamsu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħamas,taħamos,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħamas,taħamos,FUTURE+SECOND+M+SINGULAR+MISSING
ħamas,jaħamsu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħamas,jaħamos,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħamas,jaħamos,FUTURE+THIRD+M+SINGULAR+MISSING
ħanan,taħanənu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħanan,taħanon,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħanan,taħanon,FUTURE+SECOND+M+SINGULAR+MISSING
ħanan,jaħanənu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħanan,jaħanon,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħanan,jaħanon,FUTURE+THIRD+M+SINGULAR+MISSING
ħanaq,taħanqu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħanaq,taħanoq,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħanaq,taħanoq,FUTURE+SECOND+M+SINGULAR+MISSING
ħanaq,jaħanqu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħanaq,jaħanoq,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħanaq,jaħanoq,FUTURE+THIRD+M+SINGULAR+MISSING
ħanat,taħantu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħanat,taħanot,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħanat,taħanot,FUTURE+SECOND+M+SINGULAR+MISSING
ħanat,jaħantu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħanat,jaħanot,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħanat,jaħanot,FUTURE+THIRD+M+SINGULAR+MISSING
ħanaΧ,taħanΧu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħanaΧ,taħanoΧ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħanaΧ,taħanoΧ,FUTURE+SECOND+M+SINGULAR+MISSING
ħanaΧ,jaħanΧu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħanaΧ,jaħanoΧ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħanaΧ,jaħanoΧ,FUTURE+THIRD+M+SINGULAR+MISSING
ħaqaq,taħaqəqu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaqaq,taħaqoq,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaqaq,taħaqoq,FUTURE+SECOND+M+SINGULAR+MISSING
ħaqaq,jaħaqəqu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaqaq,jaħaqoq,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaqaq,jaħaqoq,FUTURE+THIRD+M+SINGULAR+MISSING
ħaqaʁ,taħaqʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaqaʁ,taħaqoʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaqaʁ,taħaqoʁ,FUTURE+SECOND+M+SINGULAR+MISSING
ħaqaʁ,jaħaqʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaqaʁ,jaħaqoʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaqaʁ,jaħaqoʁ,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁad,teħeʁdu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁad,teħeʁad,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁad,jeħeʁdu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁad,jeħeʁad,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaf,taħaʁfu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁaf,taħaʁof,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁaf,taħaʁof,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁaf,jaħaʁfu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁaf,jaħaʁof,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaf,jaħaʁof,FUTURE+THIRD+M+SINGULAR+MISSING
haʁag,tahaʁgu,FUTURE+SECOND+M+PLURAL+COMPLETE
haʁag,tahaʁog,FUTURE+SECOND+M+SINGULAR+COMPLETE
haʁag,tahaʁog,FUTURE+SECOND+M+SINGULAR+MISSING
haʁag,jahaʁgu,FUTURE+THIRD+M+PLURAL+COMPLETE
haʁag,jahaʁog,FUTURE+THIRD+M+SINGULAR+COMPLETE
haʁag,jahaʁog,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁag,taħaʁgu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁag,taħaʁog,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁag,taħaʁog,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁag,jaħaʁgu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁag,jaħaʁog,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁag,jaħaʁog,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁaq,taħaʁqu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁaq,taħaʁoq,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁaq,taħaʁoq,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁaq,jaħaʁqu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁaq,jaħaʁoq,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaq,jaħaʁoq,FUTURE+THIRD+M+SINGULAR+MISSING
haʁas,tahaʁsu,FUTURE+SECOND+M+PLURAL+COMPLETE
haʁas,tahaʁos,FUTURE+SECOND+M+SINGULAR+COMPLETE
haʁas,tahaʁos,FUTURE+SECOND+M+SINGULAR+MISSING
haʁas,jahaʁsu,FUTURE+THIRD+M+PLURAL+COMPLETE
haʁas,jahaʁos,FUTURE+THIRD+M+SINGULAR+COMPLETE
haʁas,jahaʁos,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁaʃ,taħaʁʃu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁaʃ,taħaʁoʃ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁaʃ,taħaʁoʃ,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁaʃ,jaħaʁʃu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁaʃ,jaħaʁoʃ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaʃ,jaħaʁoʃ,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁat,taħaʁtu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁat,taħaʁot,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁat,taħaʁot,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁat,jaħaʁtu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁat,jaħaʁot,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁat,jaħaʁot,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁats,taħaʁtsu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁats,taħaʁots,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁats,taħaʁots,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁats,jaħaʁtsu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁats,jaħaʁots,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁats,jaħaʁots,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁav,teħeʁvu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁav,teħeʁav,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁav,jeħeʁvu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁav,jeħeʁav,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaz,taħaʁzu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁaz,taħaʁoz,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁaz,taħaʁoz,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁaz,jaħaʁzu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁaz,jaħaʁoz,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaz,jaħaʁoz,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʁaΧ,taħaʁΧu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʁaΧ,taħaʁoΧ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʁaΧ,taħaʁoΧ,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʁaΧ,jaħaʁΧu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʁaΧ,jaħaʁoΧ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʁaΧ,jaħaʁoΧ,FUTURE+THIRD+M+SINGULAR+MISSING
ħasaf,taħasfu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħasaf,taħasof,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħasaf,taħasof,FUTURE+SECOND+M+SINGULAR+MISSING
ħasaf,jaħasfu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħasaf,jaħasof,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħasaf,jaħasof,FUTURE+THIRD+M+SINGULAR+MISSING
ħasam,taħasmu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħasam,taħasom,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħasam,taħasom,FUTURE+SECOND+M+SINGULAR+MISSING
ħasam,jaħasmu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħasam,jaħasom,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħasam,jaħasom,FUTURE+THIRD+M+SINGULAR+MISSING
ħasaʁ,teħsəʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħasaʁ,teħsaʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħasaʁ,jeħsəʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħasaʁ,jeħsaʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħasaΧ,taħasΧu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħasaΧ,taħasoΧ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħasaΧ,taħasoΧ,FUTURE+SECOND+M+SINGULAR+MISSING
ħasaΧ,jaħasΧu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħasaΧ,jaħasoΧ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħasaΧ,jaħasoΧ,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʃad,taħaʃdu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʃad,taħaʃod,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʃad,taħaʃod,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʃad,jaħaʃdu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʃad,jaħaʃod,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʃad,jaħaʃod,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʃaq,taħaʃqu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʃaq,taħaʃoq,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʃaq,taħaʃoq,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʃaq,jaħaʃqu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʃaq,jaħaʃoq,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʃaq,jaħaʃoq,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʃaʃ,taħaʃəʃu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʃaʃ,taħaʃoʃ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʃaʃ,taħaʃoʃ,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʃaʃ,jaħaʃəʃu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʃaʃ,jaħaʃoʃ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʃaʃ,jaħaʃoʃ,FUTURE+THIRD+M+SINGULAR+MISSING
ħaʃav,taħaʃvu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħaʃav,taħaʃov,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħaʃav,taħaʃov,FUTURE+SECOND+M+SINGULAR+MISSING
ħaʃav,jaħaʃvu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħaʃav,jaħaʃov,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħaʃav,jaħaʃov,FUTURE+THIRD+M+SINGULAR+MISSING
ħataf,taħatfu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħataf,taħatof,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħataf,taħatof,FUTURE+SECOND+M+SINGULAR+MISSING
ħataf,jaħatfu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħataf,jaħatof,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħataf,jaħatof,FUTURE+THIRD+M+SINGULAR+MISSING
ħatam,taħatmu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħatam,taħatom,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħatam,taħatom,FUTURE+SECOND+M+SINGULAR+MISSING
ħatam,jaħatmu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħatam,jaħatom,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħatam,jaħatom,FUTURE+THIRD+M+SINGULAR+MISSING
ħataʁ,taħatʁu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħataʁ,taħatoʁ,FUTURE+SECOND+M+SINGULAR+COMPLETE
ħataʁ,taħatoʁ,FUTURE+SECOND+M+SINGULAR+MISSING
ħataʁ,jaħatʁu,FUTURE+THIRD+M+PLURAL+COMPLETE
ħataʁ,jaħatoʁ,FUTURE+THIRD+M+SINGULAR+COMPLETE
ħataʁ,jaħatoʁ,FUTURE+THIRD+M+SINGULAR+MISSING
ħatav,taħatvu,FUTURE+SECOND+M+PLURAL+COMPLETE
ħatav,taħatov,FUTURE+SECOND+M+SINGULAR+COMPLETE
